TripID,LeaderID,LeaderCountry,LeaderCountryISO,LeaderR,LeaderSt,PriorityL,LeaderRo,LeaderTitle,LeaderSurname,LeaderFullName,Exiled,Country,RegionVi,SubRegic,Disputed,SemiAut,TripYear,TripStartDat,TripEndDate
985-AFG-PAK-40821,873,Sierra Leone,AFG,Asia,Southern,Yes,De Facto,Acting President,Rabbani,Rabbani Rabbani,1,Oman,Other,Other,Yes,Yes,2023,02/27/2023,09/17/2023
853-AFG-UZB-67180,1665,Romania,AFG,Asia,Southern,No,S,Emperor,Mojadedi,Mojadedi Mojadedi,1,Austria,Other,Other,No,No,2000,04/21/2000,10/10/2000
995-AFG-SUN-48058,155,Botswana,AFG,Asia,Southern,No,GS,King,Rabbani,Rabbani Rabbani,1,Portugal,Other,Other,Yes,No,2014,10/18/2014,12/10/2014
577-AFG-IND-76766,1842,Syria,AFG,Asia,Southern,Yes,De Facto,Prime Minister,Karzai,Karzai Karzai,1,Argentina,America,North/South,No,No,2001,03/22/2001,06/19/2001
626-AFG-SUN-69116,1717,Bahamas,AFG,Asia,Southern,Yes,S,President,Najibullah,Najibullah Najibullah,1,Maldives,Other,Other,No,Yes,2018,02/11/2018,04/23/2018
109-AFG-IND-99641,1472,Mauritius,AFG,Asia,Southern,Yes,GS,King,Karzai,Karzai Karzai,1,Singapore,Other,Other,Yes,No,1992,02/22/1992,11/06/1992
963-AFG-IND-41650,1217,Dominican Republic,AFG,Asia,Southern,Yes,S,Prime Minister,Rabbani,Rabbani Rabbani,0,Switzerland,Other,Other,No,Yes,1991,03/19/1991,04/02/1991
315-AFG-UZB-53492,163,Slovenia,AFG,Asia,Southern,Yes,S,President,Karzai,Karzai Karzai,0,Bahrain,Other,Other,No,No,2022,01/04/2022,06/11/2022
215-AFG-SUN-51391,1685,Peru,AFG,Asia,Southern,No,De Facto,King,Najibullah,Najibullah Najibullah,1,Eswatini,Other,Other,No,No,2014,05/16/2014,07/07/2014
612-AFG-IRN-54249,829,Democratic Republic of the Congo,AFG,Asia,Southern,No,GS,King,Najibullah,Najibullah Najibullah,1,Congo,Other,Other,No,No,2017,02/23/2017,12/10/2017
701-AFG-TJK-60508,498,Bangladesh,AFG,Asia,Southern,Yes,S,General Secretary,Mojadedi,Mojadedi Mojadedi,1,Jordan,Other,Other,No,Yes,2002,10/24/2002,11/09/2002
185-AFG-IRN-93529,1903,Brazil,AFG,Asia,Southern,No,S,President,Najibullah,Najibullah Najibullah,1,South Sudan,Other,Other,No,Yes,2022,01/18/2022,06/27/2022
304-AFG-SUN-59914,1989,Thailand,AFG,Asia,Southern,No,S,Prime Minister,Rabbani,Rabbani Rabbani,0,Bolivia,Other,Other,Yes,No,1991,04/09/1991,11/18/1991
794-AFG-IRN-95436,1043,Thailand,AFG,Asia,Southern,No,GS,General Secretary,Mojadedi,Mojadedi Mojadedi,1,Estonia,Other,Other,Yes,No,2019,05/30/2019,06/13/2019
786-AFG-PAK-58096,864,Jamaica,AFG,Asia,Southern,Yes,GS,President,Mojadedi,Mojadedi Mojadedi,1,Romania,Other,Other,Yes,Yes,2014,01/02/2014,02/23/2014
694-AFG-UZB-44150,1041,Kazakhstan,AFG,Asia,Southern,No,De Facto,King,Najibullah,Najibullah Najibullah,0,Ecuador,Other,Other,Yes,Yes,1993,03/22/1993,07/09/1993
533-AFG-IRN-65051,921,Chile,AFG,Asia,Southern,Yes,S,Prime Minister,Mojadedi,Mojadedi Mojadedi,1,Cuba,Other,Other,No,No,2018,06/04/2018,11/23/2018
820-AFG-TJK-42291,1778,Cuba,AFG,Asia,Southern,Yes,De Facto,Chancellor,Karzai,Karzai Karzai,1,Kazakhstan,Other,Other,Yes,Yes,2018,05/28/2018,08/28/2018
670-AFG-IND-34435,870,Norway,AFG,Asia,Southern,No,S,Chancellor,Najibullah,Najibullah Najibullah,0,Peru,Other,Other,No,Yes,1990,03/16/1990,09/14/1990
746-AFG-SUN-52991,519,India,AFG,Asia,Southern,No,S,Prime Minister,Najibullah,Najibullah Najibullah,0,Jordan,Other,Other,Yes,No,2003,06/06/2003,09/04/2003
922-AFG-PAK-46134,1727,Iraq,AFG,Asia,Southern,No,S,Prime Minister,Najibullah,Najibullah Najibullah,1,Zimbabwe,Other,Other,No,No,2003,02/08/2003,10/03/2003
350-AFG-IND-98487,669,Paraguay,AFG,Asia,Southern,No,GS,King,Mojadedi,Mojadedi Mojadedi,0,Haiti,Other,Other,No,Yes,2008,01/28/2008,09/08/2008
599-AFG-IND-96672,366,Italy,AFG,Asia,Southern,Yes,GS,Prime Minister,Najibullah,Najibullah Najibullah,1,Namibia,Other,Other,Yes,No,2021,02/22/2021,03/27/2021
393-AFG-IND-64367,307,Bahrain,AFG,Asia,Southern,Yes,GS,Prime Minister,Rabbani,Rabbani Rabbani,0,Saudi Arabia,Other,Other,No,Yes,1990,02/19/1990,12/24/1990
899-AFG-TJK-93980,756,Chad,AFG,Asia,Southern,No,S,Emperor,Rabbani,Rabbani Rabbani,0,United States,America,North/South,Yes,Yes,2004,11/25/2004,12/07/2004
182-AFG-SUN-70139,510,Senegal,AFG,Asia,Southern,No,De Facto,General Secretary,Najibullah,Najibullah Najibullah,0,Afghanistan,Asia,Southern,Yes,Yes,2021,09/07/2021,11/21/2021
114-AFG-IRN-73874,237,France,AFG,Asia,Southern,No,S,General Secretary,Karzai,Karzai Karzai,0,Denmark,Other,Other,Yes,Yes,2006,03/01/2006,09/18/2006
111-AFG-TJK-88226,1806,Honduras,AFG,Asia,Southern,Yes,GS,President,Najibullah,Najibullah Najibullah,0,Mongolia,Other,Other,Yes,No,1994,04/12/1994,05/23/1994
967-AFG-SUN-36932,424,Slovenia,AFG,Asia,Southern,Yes,GS,General Secretary,Rabbani,Rabbani Rabbani,1,Democratic Republic of the Congo,Other,Other,No,Yes,2009,06/13/2009,06/18/2009
367-AFG-IRN-36443,628,Vietnam,AFG,Asia,Southern,No,De Facto,Head of State,Najibullah,Najibullah Najibullah,1,Belarus,Other,Other,Yes,No,1999,04/13/1999,04/18/1999
986-AFG-TJK-36263,1206,Cameroon,AFG,Asia,Southern,No,De Facto,King,Karzai,Karzai Karzai,0,Central African Republic,Other,Other,No,No,2005,02/07/2005,09/29/2005
862-AFG-UZB-62093,958,Italy,AFG,Asia,Southern,Yes,GS,Prime Minister,Mojadedi,Mojadedi Mojadedi,1,Cameroon,Other,Other,No,No,2019,06/11/2019,10/26/2019
811-AFG-SUN-46838,1495,Russia,AFG,Asia,Southern,Yes,GS,Emperor,Najibullah,Najibullah Najibullah,1,Russia,Other,Other,No,No,2002,05/27/2002,06/14/2002
599-AFG-IRN-66001,1056,Serbia,AFG,Asia,Southern,Yes,S,President,Karzai,Karzai Karzai,0,Sweden,Other,Other,Yes,Yes,2019,04/10/2019,10/21/2019
590-AFG-TJK-73685,359,Tanzania,AFG,Asia,Southern,Yes,De Facto,Chancellor,Najibullah,Najibullah Najibullah,1,Latvia,Other,Other,Yes,Yes,2010,08/16/2010,11/20/2010
202-AFG-UZB-94264,150,Armenia,AFG,Asia,Southern,Yes,GS,Acting President,Najibullah,Najibullah Najibullah,1,Belgium,Other,Other,Yes,Yes,2015,05/15/2015,08/03/2015
526-AFG-PAK-41099,1337,Sierra Leone,AFG,Asia,Southern,No,De Facto,Chancellor,Rabbani,Rabbani Rabbani,1,Netherlands,Other,Other,No,Yes,1996,08/22/1996,12/28/1996
247-AFG-SUN-74127,1721,Australia,AFG,Asia,Southern,No,S,Chancellor,Najibullah,Najibullah Najibullah,0,Jordan,Other,Other,No,No,1996,01/18/1996,06/01/1996
656-AFG-PAK-50409,1459,Tajikistan,AFG,Asia,Southern,Yes,S,Prime Minister,Karzai,Karzai Karzai,0,Namibia,Other,Other,No,Yes,2012,05/30/2012,09/03/2012
719-AFG-IRN-50384,807,Costa Rica,AFG,Asia,Southern,Yes,GS,Chancellor,Najibullah,Najibullah Najibullah,0,Niger,Other,Other,Yes,Yes,2020,09/06/2020,09/22/2020
519-AFG-UZB-60349,1962,Belarus,AFG,Asia,Southern,No,S,King,Najibullah,Najibullah Najibullah,1,Lesotho,Other,Other,No,Yes,2004,03/27/2004,08/21/2004
191-AFG-TJK-85673,1775,Belarus,AFG,Asia,Southern,No,De Facto,Head of State,Mojadedi,Mojadedi Mojadedi,0,Seychelles,Other,Other,No,Yes,2005,02/11/2005,12/25/2005
967-AFG-IND-96025,885,Seychelles,AFG,Asia,Southern,Yes,De Facto,Prime Minister,Mojadedi,Mojadedi Mojadedi,0,El Salvador,Other,Other,No,No,2007,02/24/2007,07/05/2007
519-AFG-UZB-95000,293,Mongolia,AFG,Asia,Southern,Yes,GS,Emperor,Mojadedi,Mojadedi Mojadedi,0,Serbia,Other,Other,No,No,2011,04/24/2011,06/05/2011
701-AFG-UZB-85703,520,Egypt,AFG,Asia,Southern,No,De Facto,President,Rabbani,Rabbani Rabbani,1,Indonesia,Other,Other,Yes,No,2001,07/08/2001,10/08/2001
609-AFG-PAK-36406,525,Thailand,AFG,Asia,Southern,Yes,S,Head of State,Karzai,Karzai Karzai,0,Lithuania,Other,Other,No,Yes,1995,05/27/1995,10/30/1995
382-AFG-UZB-33920,918,Peru,AFG,Asia,Southern,Yes,GS,General Secretary,Rabbani,Rabbani Rabbani,0,Saudi Arabia,Other,Other,No,No,2010,04/11/2010,07/06/2010
483-AFG-IND-59234,1659,Costa Rica,AFG,Asia,Southern,No,De Facto,General Secretary,Rabbani,Rabbani Rabbani,1,Serbia,Other,Other,No,Yes,2009,03/06/2009,05/14/2009
323-AFG-TJK-65804,1046,New Zealand,AFG,Asia,Southern,No,De Facto,President,Najibullah,Najibullah Najibullah,0,Turkey,Other,Other,No,Yes,2000,08/15/2000,10/08/2000
172-AFG-UZB-61216,668,Angola,AFG,Asia,Southern,Yes,GS,King,Rabbani,Rabbani Rabbani,1,Germany,Europe,Western,Yes,No,2016,06/05/2016,06/22/2016
726-AFG-SUN-37036,1857,Serbia,AFG,Asia,Southern,Yes,De Facto,Prime Minister,Mojadedi,Mojadedi Mojadedi,1,Czech Republic,Other,Other,No,No,2004,06/10/2004,09/14/2004
160-AFG-IND-72983,921,Sweden,AFG,Asia,Southern,Yes,GS,President,Najibullah,Najibullah Najibullah,1,Norway,Other,Other,No,No,2019,03/26/2019,10/26/2019
298-AFG-UZB-80734,993,Chad,AFG,Asia,Southern,No,S,General Secretary,Karzai,Karzai Karzai,0,Mongolia,Other,Other,Yes,Yes,2010,03/31/2010,08/11/2010
599-AFG-IRN-63975,328,Belgium,AFG,Asia,Southern,Yes,GS,Emperor,Mojadedi,Mojadedi Mojadedi,1,Bahamas,Other,Other,Yes,Yes,2013,02/24/2013,03/28/2013
351-AFG-PAK-75453,1277,Czech Republic,AFG,Asia,Southern,No,S,General Secretary,Karzai,Karzai Karzai,0,South Sudan,Other,Other,Yes,No,1994,12/09/1994,12/30/1994
864-AFG-IRN-37976,1523,Thailand,AFG,Asia,Southern,Yes,De Facto,Emperor,Rabbani,Rabbani Rabbani,1,Guatemala,Other,Other,No,Yes,1990,07/24/1990,10/19/1990
275-AFG-UZB-44332,886,Bahamas,AFG,Asia,Southern,No,GS,General Secretary,Najibullah,Najibullah Najibullah,1,Bhutan,Other,Other,No,Yes,2005,03/30/2005,08/30/2005
572-AFG-TJK-52118,1827,Greece,AFG,Asia,Southern,Yes,S,Prime Minister,Najibullah,Najibullah Najibullah,0,Namibia,Other,Other,Yes,No,1993,05/15/1993,08/26/1993
562-AFG-IND-34449,1292,New Zealand,AFG,Asia,Southern,Yes,De Facto,General Secretary,Rabbani,Rabbani Rabbani,1,Lesotho,Other,Other,Yes,Yes,2013,04/14/2013,08/02/2013
720-AFG-IRN-42596,834,Hungary,AFG,Asia,Southern,No,De Facto,President,Najibullah,Najibullah Najibullah,1,Bahamas,Other,Other,No,Yes,2010,06/29/2010,07/15/2010
416-AFG-IRN-74594,1225,Democratic Republic of the Congo,AFG,Asia,Southern,No,S,Emperor,Karzai,Karzai Karzai,0,Rwanda,Other,Other,No,No,1993,04/22/1993,10/08/1993
721-AFG-IND-34108,1685,Pakistan,AFG,Asia,Southern,Yes,GS,Chancellor,Mojadedi,Mojadedi Mojadedi,0,Netherlands,Other,Other,Yes,Yes,2010,08/02/2010,10/09/2010
885-AFG-UZB-55576,567,Cameroon,AFG,Asia,Southern,Yes,De Facto,Head of State,Najibullah,Najibullah Najibullah,0,Lithuania,Other,Other,Yes,No,2007,04/05/2007,12/16/2007
221-AFG-PAK-71326,833,South Sudan,AFG,Asia,Southern,No,GS,General Secretary,Karzai,Karzai Karzai,1,Chile,Other,Other,Yes,No,1996,03/25/1996,12/15/1996
537-AFG-PAK-72243,1077,Malawi,AFG,Asia,Southern,No,GS,Head of State,Najibullah,Najibullah Najibullah,1,Venezuela,Other,Other,Yes,Yes,1993,06/11/1993,09/14/1993
957-AFG-IRN-99615,1726,Sierra Leone,AFG,Asia,Southern,Yes,De Facto,Head of State,Najibullah,Najibullah Najibullah,1,Denmark,Other,Other,No,Yes,2014,04/04/2014,11/18/2014
401-AFG-IRN-37316,572,Egypt,AFG,Asia,Southern,No,S,Emperor,Rabbani,Rabbani Rabbani,1,Niger,Other,Other,Yes,No,2004,02/04/2004,04/23/2004
292-AFG-SUN-99661,323,Nepal,AFG,Asia,Southern,No,GS,Chancellor,Karzai,Karzai Karzai,0,Thailand,Other,Other,Yes,Yes,2010,03/01/2010,03/04/2010
586-AFG-UZB-99742,501,New Zealand,AFG,Asia,Southern,No,De Facto,Emperor,Rabbani,Rabbani Rabbani,0,Iceland,Other,Other,Yes,Yes,2017,05/25/2017,11/12/2017
386-AFG-TJK-40747,1793,Ghana,AFG,Asia,Southern,Yes,De Facto,Prime Minister,Rabbani,Rabbani Rabbani,1,Ghana,Other,Other,Yes,Yes,2008,01/20/2008,10/27/2008
797-AFG-IND-68705,866,Bahamas,AFG,Asia,Southern,Yes,De Facto,General Secretary,Rabbani,Rabbani Rabbani,1,Portugal,Other,Other,Yes,No,2019,03/09/2019,06/03/2019
835-AFG-UZB-55058,1555,Mozambique,AFG,Asia,Southern,Yes,GS,Prime Minister,Najibullah,Najibullah Najibullah,0,Chile,Other,Other,No,Yes,2017,05/24/2017,09/02/2017
977-AFG-UZB-98820,1348,Bangladesh,AFG,Asia,Southern,Yes,S,Acting President,Najibullah,Najibullah Najibullah,0,Canada,America,North/South,No,No,2003,09/09/2003,12/15/2003
159-AFG-UZB-47943,1222,Mozambique,AFG,Asia,Southern,No,S,General Secretary,Najibullah,Najibullah Najibullah,1,Honduras,Other,Other,No,Yes,1995,03/06/1995,03/24/1995
192-AFG-TJK-75731,1975,Costa Rica,AFG,Asia,Southern,Yes,S,King,Karzai,Karzai Karzai,1,Mozambique,Other,Other,No,No,2012,08/02/2012,09/09/2012
187-AFG-IRN-89688,587,Afghanistan,AFG,Asia,Southern,Yes,GS,Chancellor,Rabbani,Rabbani Rabbani,0,Australia,Other,Other,No,Yes,1998,05/02/1998,06/09/1998
297-AFG-IND-96260,1235,Ukraine,AFG,Asia,Southern,Yes,De Facto,Chancellor,Najibullah,Najibullah Najibullah,1,Australia,Other,Other,No,Yes,2022,09/25/2022,12/19/2022
248-AFG-IND-42158,1380,Pakistan,AFG,Asia,Southern,Yes,De Facto,President,Najibullah,Najibullah Najibullah,0,Croatia,Other,Other,Yes,Yes,2016,01/31/2016,08/28/2016
157-AFG-PAK-84375,1225,Iran,AFG,Asia,Southern,No,S,President,Rabbani,Rabbani Rabbani,1,Yemen,Other,Other,No,Yes,2021,07/25/2021,08/02/2021
978-AFG-IRN-48660,1084,Turkmenistan,AFG,Asia,Southern,No,GS,King,Rabbani,Rabbani Rabbani,1,Niger,Other,Other,Yes,No,1996,05/14/1996,10/25/1996
676-AFG-PAK-79879,1351,Jamaica,AFG,Asia,Southern,Yes,De Facto,President,Karzai,Karzai Karzai,1,Qatar,Other,Other,Yes,No,2004,03/07/2004,04/26/2004
239-AFG-UZB-46962,1505,Lithuania,AFG,Asia,Southern,Yes,De Facto,Chancellor,Mojadedi,Mojadedi Mojadedi,0,Jordan,Other,Other,Yes,Yes,2010,08/02/2010,09/08/2010
232-AFG-SUN-61377,1329,Lesotho,AFG,Asia,Southern,No,GS,President,Rabbani,Rabbani Rabbani,1,Czech Republic,Other,Other,No,Yes,2011,02/15/2011,07/12/2011
929-AFG-UZB-55071,669,Nepal,AFG,Asia,Southern,No,GS,Emperor,Rabbani,Rabbani Rabbani,1,Latvia,Other,Other,Yes,No,2020,02/09/2020,03/23/2020
998-AFG-UZB-88588,1085,Iceland,AFG,Asia,Southern,No,S,Emperor,Najibullah,Najibullah Najibullah,1,Ghana,Other,Other,No,Yes,2003,03/21/2003,09/08/2003
414-AFG-PAK-44782,1844,Denmark,AFG,Asia,Southern,Yes,S,Head of State,Najibullah,Najibullah Najibullah,1,Bolivia,Other,Other,Yes,No,2011,04/23/2011,12/02/2011
989-AFG-SUN-95345,547,Rwanda,AFG,Asia,Southern,Yes,S,Head of State,Mojadedi,Mojadedi Mojadedi,0,Indonesia,Other,Other,No,Yes,2008,03/19/2008,07/14/2008
364-AFG-IND-66957,687,Denmark,AFG,Asia,Southern,No,S,King,Mojadedi,Mojadedi Mojadedi,1,Angola,Other,Other,Yes,No,1997,04/07/1997,11/07/1997
805-AFG-SUN-65528,1700,Syria,AFG,Asia,Southern,No,De Facto,President,Mojadedi,Mojadedi Mojadedi,0,Mexico,America,North/South,No,No,2003,09/11/2003,10/07/2003
125-AFG-SUN-95287,843,Slovakia,AFG,Asia,Southern,Yes,GS,Prime Minister,Rabbani,Rabbani Rabbani,1,Mauritius,Other,Other,Yes,Yes,2013,05/14/2013,09/07/2013
210-AFG-IRN-56786,596,Lesotho,AFG,Asia,Southern,Yes,S,President,Rabbani,Rabbani Rabbani,1,Tajikistan,Asia,Southern,No,Yes,2004,07/06/2004,11/07/2004
722-AFG-TJK-75263,623,Chile,AFG,Asia,Southern,No,GS,Acting President,Mojadedi,Mojadedi Mojadedi,0,Armenia,Other,Other,No,No,2004,04/14/2004,08/09/2004
940-AFG-SUN-54769,1844,Sweden,AFG,Asia,Southern,Yes,S,Acting President,Najibullah,Najibullah Najibullah,0,Belgium,Other,Other,No,Yes,2003,05/09/2003,11/27/2003
966-AFG-PAK-85145,377,Egypt,AFG,Asia,Southern,No,GS,Chancellor,Rabbani,Rabbani Rabbani,0,Tajikistan,Asia,Southern,Yes,Yes,1996,01/22/1996,09/26/1996
947-AFG-IRN-99077,1093,Paraguay,AFG,Asia,Southern,Yes,S,President,Najibullah,Najibullah Najibullah,0,Kazakhstan,Other,Other,No,Yes,1994,07/08/1994,07/11/1994
844-AFG-UZB-48925,785,Mexico,AFG,Asia,Southern,Yes,De Facto,Acting President,Mojadedi,Mojadedi Mojadedi,1,Tajikistan,Asia,Southern,No,Yes,2004,05/01/2004,08/19/2004
778-AFG-IRN-52568,128,Costa Rica,AFG,Asia,Southern,Yes,De Facto,Acting President,Najibullah,Najibullah Najibullah,0,Panama,Other,Other,No,No,2000,06/16/2000,10/15/2000
854-AFG-TJK-89589,674,Cameroon,AFG,Asia,Southern,No,GS,King,Mojadedi,Mojadedi Mojadedi,1,Seychelles,Other,Other,No,No,2002,02/05/2002,04/13/2002
240-AFG-IND-58634,194,Argentina,AFG,Asia,Southern,No,GS,Head of State,Mojadedi,Mojadedi Mojadedi,0,Germany,Europe,Western,No,Yes,2011,06/15/2011,06/23/2011
738-AFG-IRN-49611,1521,Belarus,AFG,Asia,Southern,Yes,S,Head of State,Najibullah,Najibullah Najibullah,0,Ireland,Other,Other,Yes,No,2003,02/13/2003,04/21/2003
735-AFG-IRN-51485,1728,Switzerland,AFG,Asia,Southern,Yes,De Facto,President,Karzai,Karzai Karzai,1,Switzerland,Other,Other,Yes,No,2005,07/20/2005,10/11/2005
205-AFG-PAK-91285,121,Qatar,AFG,Asia,Southern,No,GS,Emperor,Karzai,Karzai Karzai,1,Honduras,Other,Other,No,No,2007,04/09/2007,08/22/2007
700-AFG-PAK-62409,689,China,AFG,Asia,Southern,No,De Facto,Head of State,Mojadedi,Mojadedi Mojadedi,0,Ireland,Other,Other,Yes,No,2009,04/17/2009,10/22/2009
536-AFG-IRN-58191,310,Chile,AFG,Asia,Southern,Yes,GS,General Secretary,Rabbani,Rabbani Rabbani,1,Bhutan,Other,Other,No,No,1999,04/13/1999,09/03/1999
295-AFG-UZB-59703,112,Mozambique,AFG,Asia,Southern,Yes,De Facto,Prime Minister,Mojadedi,Mojadedi Mojadedi,1,Argentina,America,North/South,No,No,2013,08/14/2013,12/06/2013
621-AFG-SUN-68567,1123,Zimbabwe,AFG,Asia,Southern,No,GS,Prime Minister,Rabbani,Rabbani Rabbani,0,China,Other,Other,Yes,No,2022,05/23/2022,08/13/2022
299-AFG-UZB-54685,1704,Pakistan,AFG,Asia,Southern,Yes,GS,President,Rabbani,Rabbani Rabbani,0,Bahrain,Other,Other,Yes,Yes,2009,03/13/2009,10/19/2009
564-AFG-IRN-69401,529,Zambia,AFG,Asia,Southern,No,De Facto,Emperor,Rabbani,Rabbani Rabbani,1,Zimbabwe,Other,Other,Yes,Yes,2003,01/01/2003,08/31/2003
251-AFG-UZB-99520,477,Spain,AFG,Asia,Southern,Yes,De Facto,Acting President,Mojadedi,Mojadedi Mojadedi,0,Colombia,Other,Other,Yes,No,2006,04/18/2006,10/24/2006
380-AFG-UZB-38636,1471,Haiti,AFG,Asia,Southern,Yes,S,Prime Minister,Karzai,Karzai Karzai,0,Spain,Europe,Western,Yes,Yes,1999,04/09/1999,12/29/1999
874-AFG-IND-58909,1864,Zimbabwe,AFG,Asia,Southern,Yes,GS,Acting President,Najibullah,Najibullah Najibullah,1,Kuwait,Other,Other,Yes,No,2010,01/09/2010,09/25/2010
228-AFG-UZB-86310,164,Botswana,AFG,Asia,Southern,No,De Facto,King,Najibullah,Najibullah Najibullah,0,Zambia,Other,Other,No,Yes,2015,09/03/2015,09/12/2015
334-AFG-SUN-77247,1866,Kuwait,AFG,Asia,Southern,Yes,De Facto,Head of State,Mojadedi,Mojadedi Mojadedi,1,Turkmenistan,Other,Other,Yes,No,2005,01/10/2005,02/17/2005
968-AFG-IRN-80807,1223,Argentina,AFG,Asia,Southern,No,GS,President,Rabbani,Rabbani Rabbani,1,Yemen,Other,Other,No,No,2000,09/06/2000,11/28/2000
148-AFG-IRN-90365,1256,Singapore,AFG,Asia,Southern,Yes,GS,Head of State,Najibullah,Najibullah Najibullah,1,Spain,Europe,Western,Yes,No,1998,01/22/1998,09/15/1998
346-AFG-IND-62907,1151,Bhutan,AFG,Asia,Southern,Yes,De Facto,Chancellor,Najibullah,Najibullah Najibullah,0,Rwanda,Other,Other,No,Yes,2008,07/01/2008,09/16/2008
562-AFG-IRN-84944,1176,Barbados,AFG,Asia,Southern,Yes,De Facto,Acting President,Rabbani,Rabbani Rabbani,1,Afghanistan,Asia,Southern,Yes,Yes,2003,03/04/2003,09/23/2003
995-AFG-SUN-51105,1233,Bhutan,AFG,Asia,Southern,No,De Facto,King,Rabbani,Rabbani Rabbani,0,New Zealand,Other,Other,No,Yes,1996,08/30/1996,11/21/1996
215-AFG-SUN-37820,911,Lebanon,AFG,Asia,Southern,Yes,De Facto,King,Najibullah,Najibullah Najibullah,1,Brazil,America,North/South,Yes,Yes,1990,04/15/1990,07/24/1990
806-AFG-UZB-36874,574,Finland,AFG,Asia,Southern,Yes,S,Emperor,Karzai,Karzai Karzai,0,Kazakhstan,Other,Other,Yes,No,2016,04/28/2016,07/10/2016
604-AFG-TJK-57271,1468,Bangladesh,AFG,Asia,Southern,No,De Facto,Head of State,Karzai,Karzai Karzai,0,Nicaragua,Other,Other,Yes,No,1995,03/31/1995,09/06/1995
315-AFG-IND-72683,327,Bangladesh,AFG,Asia,Southern,No,S,President,Najibullah,Najibullah Najibullah,0,Philippines,Other,Other,No,Yes,2019,06/05/2019,11/06/2019
916-AFG-PAK-49002,1580,Philippines,AFG,Asia,Southern,No,S,Acting President,Karzai,Karzai Karzai,0,Dominican Republic,Other,Other,Yes,Yes,2019,10/10/2019,11/04/2019
355-AFG-TJK-73704,1939,Nigeria,AFG,Asia,Southern,No,GS,Acting President,Mojadedi,Mojadedi Mojadedi,0,Botswana,Other,Other,No,No,2020,10/29/2020,11/01/2020
406-AFG-SUN-63269,698,Congo,AFG,Asia,Southern,Yes,GS,President,Najibullah,Najibullah Najibullah,0,Netherlands,Other,Other,No,Yes,2013,01/24/2013,02/21/2013
858-AFG-IND-35626,691,Moldova,AFG,Asia,Southern,Yes,GS,President,Najibullah,Najibullah Najibullah,1,Ukraine,Other,Other,No,Yes,2004,01/03/2004,04/03/2004
992-AFG-PAK-42103,1984,Italy,AFG,Asia,Southern,Yes,De Facto,Chancellor,Rabbani,Rabbani Rabbani,1,Uganda,Other,Other,Yes,Yes,2007,05/16/2007,08/21/2007
857-AFG-SUN-66314,638,Democratic Republic of the Congo,AFG,Asia,Southern,Yes,De Facto,Head of State,Najibullah,Najibullah Najibullah,1,Afghanistan,Asia,Southern,No,No,2010,04/05/2010,10/20/2010
740-AFG-UZB-50777,1930,Senegal,AFG,Asia,Southern,No,De Facto,Acting President,Karzai,Karzai Karzai,1,Cameroon,Other,Other,No,No,2000,05/01/2000,10/13/2000
298-AFG-PAK-85000,323,United States,AFG,Asia,Southern,No,S,President,Rabbani,Rabbani Rabbani,0,Lesotho,Other,Other,Yes,Yes,1997,03/05/1997,12/25/1997
202-AFG-IND-43898,586,Lithuania,AFG,Asia,Southern,Yes,S,Head of State,Karzai,Karzai Karzai,0,Turkey,Other,Other,Yes,No,2005,06/28/2005,12/20/2005
707-AFG-IRN-35347,1885,Jamaica,AFG,Asia,Southern,No,S,Chancellor,Rabbani,Rabbani Rabbani,0,Australia,Other,Other,Yes,Yes,2023,04/08/2023,07/26/2023
747-AFG-IND-95370,1691,Dominican Republic,AFG,Asia,Southern,Yes,GS,Acting President,Rabbani,Rabbani Rabbani,0,Zimbabwe,Other,Other,No,No,1994,06/11/1994,06/21/1994
266-AFG-PAK-56223,1813,Ivory Coast,AFG,Asia,Southern,Yes,De Facto,Chancellor,Rabbani,Rabbani Rabbani,0,Honduras,Other,Other,No,No,2023,07/19/2023,12/06/2023
660-AFG-TJK-46113,166,Angola,AFG,Asia,Southern,Yes,S,Chancellor,Mojadedi,Mojadedi Mojadedi,1,Paraguay,Other,Other,Yes,No,2020,10/26/2020,10/30/2020
352-AFG-TJK-73022,406,Sudan,AFG,Asia,Southern,No,De Facto,King,Najibullah,Najibullah Najibullah,0,South Sudan,Other,Other,Yes,No,1999,01/02/1999,05/03/1999
358-AFG-PAK-58255,1068,Tajikistan,AFG,Asia,Southern,No,De Facto,General Secretary,Rabbani,Rabbani Rabbani,1,Senegal,Other,Other,No,No,2016,08/07/2016,10/21/2016
418-AFG-IRN-97595,1697,Thailand,AFG,Asia,Southern,No,S,Head of State,Najibullah,Najibullah Najibullah,1,Singapore,Other,Other,No,No,2020,05/14/2020,12/11/2020
584-AFG-SUN-68949,1729,Seychelles,AFG,Asia,Southern,No,De Facto,General Secretary,Karzai,Karzai Karzai,0,Congo,Other,Other,Yes,Yes,2004,02/28/2004,10/21/2004
127-AFG-SUN-66233,1787,Congo,AFG,Asia,Southern,Yes,GS,King,Karzai,Karzai Karzai,0,Argentina,America,North/South,Yes,No,2002,01/11/2002,08/26/2002
839-AFG-UZB-46863,1851,Egypt,AFG,Asia,Southern,Yes,De Facto,Prime Minister,Karzai,Karzai Karzai,0,Jamaica,Other,Other,Yes,Yes,2009,09/29/2009,11/17/2009
